word,meaning,sentence
becoming,appropriate or suitable; flattering
stupefy,to make someone unable to think properly
attentive,paying close attention to something
uplifting,inspiring optimism or hope
stanza,a group of lines forming a unit in a poem
altercation,a noisy argument or disagreement
supervise,to observe and direct the execution of a task
impoverished,made poor; deprived of strength
regulate,to control the rate or speed of something
economical,giving good value in relation to the amount spent
misguided,having or showing faulty judgement
protracted,lasting for a long time or longer than expected
transparent,allowing light to pass through; easy to understand
conduct,the manner in which a person behaves; to lead
anesthetic,a substance that induces insensitivity to pain
impair,to weaken or damage a faculty or function
incline,"a slope; to feel willing to do something"""
venture,a risky or daring journey; a business project
genial,friendly and cheerful; pleasantly mild
relate,to tell or narrate; to show a connection
sway,to move slowly back and forth; to influence
ungrateful,not feeling or showing gratitude
behold,to see or observe something remarkable
staple,a main or important part of something
deploy,to bring into effective action; move into position
jolt,to push or shake abruptly; a shock
proliferate,to increase rapidly in numbers; to multiply
provisional,arranged for the present; to be changed later
tend,to care for; to regularly behave in a way
thrill,a sudden feeling of excitement and pleasure
underpin,to support from below; to fortify or promote
revamp,to give new and improved form; to renovate
apprehensive,anxious that something bad will happen
rein,to control or check; a strap for a horse
wanton,delivate and unprovoked; a cruel action
enigma,a person or thing that is mysterious or puzzling
myriad,a countless or extremely great number
gimmick,a trick or device intended to attract notice
stoke,to encourage or incite; to add fuel to a fire
obfuscate,to render obscure or unclear; to confuse
demur,to raise doubts or objections; reluctance
bliss,perfect happiness; great joy
complexion,the appearance of a person's skin; character
induce,to persuade someone to do something; to bring about
allure,the quality of being powerfully attractive
joint,a point at which parts are joined; shared
regrettable,unwelcome and deserving of condemnation
enliven,to make something more entertaining or interesting
median,the midpoint value in a series of numbers
monotony,lack of variety and interest; tedious routine
overdrive,a state of great or excessive activity
muse,to think about something for a time; an inspiration
crash,a sudden loud noise; a violent failure
inbred,produced by inbreeding; natural
sprint,to run very fast for a short distance
threshold,the point at which something starts to happen
ramble,a long confused speech; to walk for pleasure
ferocity,the state of being ferocious; wild behaviour
inhibit,to hinder or restrain; to prevent an action
doldrums,"a state of inactivity, stagnation, or depression"
notorious,famous or well known for some bad quality
obsolete,no longer produced or used; out of date
pitiable,deserving or arousing pity; miserable
tactful,having or showing sensitivity in dealing with others
sprawl,to spread out in an ungainly way; spread of buildings
isotherm,a line joining places with the same temperature
topography,the arrangement of natural physical features
trigger,to cause something to happen; a release mechanism
hoard,to stock or store valued objects secretively
encumbrance,a burden or impediment; a thing that prevents
malign,evil in nature; harmful; malevolent
mortify,to cause someone to feel very ashamed
faculty,an inherent mental or physical power
pittance,a very small amount of money paid as a wage
begrudge,to envy someone the possession of something
intertwine,to twist or twine together; to connect closely
womb,the organ where offspring are conceived; uterus
bushwhack,to cut one's way through thick woods or bushes
transgenic,containing genetic material from another organism
antics,foolish or outrageous behaviour; funny movements
pose,to present a problem; a position for a photo
deciduous,shedding leaves annually; not permanent
protest,a statement of disapproval; to say something
pastoral,related to the countryside; grazing of sheep
unleash,to release from restraint; to allow force to be felt
accord,to give or grant someone power; harmony
impel,"to drive, force, or urge someone to do something"
foresee,to be aware of beforehand; to predict
outnumber,to be more numerous than someone or something
revisionist,advocating for a revised interpretation of history
swab,an absorbent pad for cleaning wounds; a specimen
interval,an intervening time or space; a gap
bust,a period of economic difficulty; a failure
pension,a regular payment made during retirement
adorn,to make more beautiful or attractive; to decorate
frivolous,not having any serious purpose or value; silly
mischievous,causing or showing a fondness for causing trouble
permeate,to spread throughout something; to pervade
sacred,connected with God; deserving veneration
tax,a compulsory contribution; a burdensome effort
overwrought,a state of nervous excitement or anxiety; upset
delicate,fine in texture; fragile; easily broken
diminish,to make or become less; to reduce
keen,highly developed; sharp; sharp-edged; excellent
ornate,made in an intricate shape; decorated with patterns
premise,a statement from which another is inferred
withhold,to refuse to give something due; to keep back
timorous,showing nervousness or a lack of confidence
audacity,the willingness to take bold risks; shocking
mar,to impair the appearance of; to disfigure; to spoil
intrude,to put oneself into a place where one is unwelcome
equivalent,equal in value or amount; having the same meaning
literal,taking words in their most basic sense; not metaphor
nocturnal,done or active at night; of animals
savage,"fierce, violent, and uncontrolled; cruel"
stature,importance gained by achievement; height
convey,to transport or carry to a place; to communicate
straightforward,uncomplicated and easy to do; honest; direct
sober,not affected by alcohol; sensible; calm; serious
hurdle,an obstacle that must be solved; to jump over
minimize,to reduce to the smallest possible amount; to play down
tricky,requiring care and skill; difficult; crafty
omnipresence,the state of being widespread; everywhere
orthodox,conforming to established beliefs; traditional
outrage,an extreme strong reaction of anger; an act
astound,to shock or greatly surprise someone
perplexed,completely baffled; very puzzled
backfire,to have the opposite effect to what was intended
promising,showing signs of future success; hopeful
rousing,exciting; stirring; full of energy
prosperity,the state of being successful or flourishing
static,lacking in movement or change; stationary
unprecedented,never done or known before; unique
subtle,delicate or precise as to be difficult to describe
dine,to eat dinner; to dine in
vampire,a corpse supposed to leave its grave at night
temper,to make less severe by adding something; state of mind
anomaly,something that deviates from what is standard
felon,a person who has been convicted of a serious crime
ubiquitous,"present, appearing, or found everywhere"
venerable,accorded a great deal of respect because of age
epitome,a person or thing that is a perfect example; embodiment
dearth,a scarcity or lack of something
exuberant,filled with a lively energy and excitement
looming,appearing as a shadowy form; about to happen
elixir,a magical or medicinal potion believed to cure
unrivaled,better than everyone or everything else; peerless
rambunctious,full of energy in a cheerful or unruly way
analogous,comparable in certain respects; similar in some way
oblivion,the state of being unaware or destroyed
nebulous,in the form of a cloud or haze; hazy
brood,to think deeply about something; a family of animals
oppressive,inflicting hardship and constraint; cruel
feudal,relating to the social system of the Middle Ages
aristocratic,characteristic of the aristocracy; high-class
intimate,closely acquainted; familiar; private
tenant,a person who occupies land or property from a landlord
mercy,compassion or forgiveness shown toward someone
substitute,a person or thing serving in place of another
devise,to plan or invent a complex procedure or system
omen,an event regarded as a portent of good or evil
lofty,of imposing height; impressive; deserving respect
relieve,to cause pain or distress to become less severe
startle,to cause a person to feel sudden shock or alarm
parasite,an organism that lives on or in a host
tally,a current score or amount of something
assign,to allocate a job or duty to someone
oblique,slanting; indirect; neither parallel nor perpendicular
resurrection,restoration or revival of something; coming back
outrank,to have a higher rank or quality than another
decorate,to make something more attractive by adding items
hang,to suspend from above; a skill or technique
primate,a mammal of an order that includes monkeys and humans
aptitude,a natural ability to do something; talent
legible,of handwriting or print clear enough to be read
paradigm,a typical example or pattern of something; model
recession,a period of temporary economic decline
timid,showing a lack of courage or confidence; shy
demanding,requiring much skill or effort; hard to satisfy
remembrance,the action of remembering an event or person
indulgent,having a tendency to be overly generous or lenient
resemble,to look like or be similar to another person
magnitude,the great size or importance of something
minimal,as small as possible; a minimum amount
preceding,coming before something in time or order
conservatory,a school giving instruction in music or arts
pressing,requiring immediate attention; urgent
rally,to come together or support a cause; a meeting
apprentice,a person who is learning a trade from an employer
ordeal,a painful or horrific experience; a tough test
initiation,the action of admitting someone into a group
ostensible,"stated or appearing to be true, but not necessarily so"
optimistic,hopeful and confident about the future
bitterness,feelings of resentment; sharpness of taste
cohesive,characterized by or causing people to stay together
courtesy,showing politeness or respect for others
inconspicuous,not clearly visible or attracting attention
likeness,the fact or quality of being alike; a resemblance
ailment,"an illness, typically a minor one"
prolong,to extend the duration of; to make longer
watershed,an event or period marking a turning point
momentum,the quantity of motion of a moving body
overwhelming,very great in amount; very strong
shabby,in poor condition through long use; untidy
necessitous,lacking the necessities of life; needy
stern,serious and unrelenting; showing disapproval
toss,to throw something lightly or carelessly
hymn,"a religious song of praise, typically to God"
exile,being barred from one's native country
unkempt,having an untidy or disheveled appearance
asymmetric,having parts that are not the same; lacking symmetry
submerge,to cause to be under water; to hide
demeanor,the outward behavior or bearing of a person
eliminate,to completely remove or get rid of something
femininity,qualities or attributes characteristic of women
identical,similar in every detail; exactly the same
mock,to tease or laugh at in a scornful manner
momentous,of great importance or significance; historic
popularize,to cause something to become generally liked
propel,to drive or push something forward
retreat,to withdraw from a position; a secluded place
warrant,to justify or necessitate a course of action
enhance,to intensify or improve the quality of something
pertinent,relevant or applicable to a particular situation
ancillary,providing necessary support to the main work
predominant,present as the strongest or main element
pathetic,arousing pity through vulnerability or sadness
galvanize,to shock or excite someone into taking action
patriotism,devotion to and vigorous support for one's country
propaganda,information used to promote a political cause
enlist,to enroll or engage someone in a cause
complacent,smug or uncritical satisfaction with oneself
sneer,a contemptuous or mocking smile or remark
decrepit,worn out or ruined because of age or neglect
melancholy,a feeling of pensive sadness; gloomy
downplay,to make something appear less important than it is
guise,an external appearance concealing the true nature
gaunt,"lean and haggard, especially because of hunger or age"
uncouth,"lacking good manners, refinement, or grace"
prize,something extremely important or valuable; reward
favorable,expressing approval; to your advantage
grim,forbidding or uninviting; very serious
straddle,to sit or stand with one leg on either side
denounce,publicly declare to be wrong or evil
outperform,to perform better than another person or group
solidarity,unity or agreement of feeling or action in a group
interlude,an intervening period of time or episode
nationality,the status of belonging to a particular nation
heuristic,enabling a person to discover things for themselves
vain,having an excessively high opinion of oneself
casual,relaxed and unconcerned; happening by chance
renovation,the action of repairing or improving a building
prosthetic,relating to an artificial body part; fake part
daze,to make someone unable to think or react properly
attachment,the state of being attached to something; affection
transitional,relating to or characteristic of a process of change
miscellaneous,consisting of many various types or sources
vanish,to disappear suddenly and completely
catalyst,a substance that increases the rate of a reaction
self-conscious,feeling undue awareness of oneself; embarrassed
intermediate,coming between two things in time or order
sentiment,a view of or attitude toward a situation; opinion
validate,to check or prove the validity or accuracy of
stroke,a gentle touch or movement; a sudden attack
drill,a tool for making holes; a repeated exercise
hybridization,the process of breeding different species or varieties
spontaneous,occurring as a result of sudden inner impulse
dare,to have the courage to do something risky
commitment,the state of being dedicated to a cause or activity
delineate,to describe or portray something precisely
touchstone,a standard by which something is judged
symbiosis,interaction between two different organisms
discredit,to harm the good reputation of someone
dispel,"to make a doubt, feeling, or belief disappear"
emphatic,showing or giving emphasis; expressing forcibly
endorse,to declare one's public approval or support
eternal,lasting or existing forever; without end
exquisite,extremely beautiful and delicate; fine
enroll,to officially register as a member of a school
feign,to pretend to be affected by a feeling
prospect,the possibility or likelihood of a future event
amalgam,a mixture or blend of different elements
simultaneous,"occurring, operating, or done at the same time"
tectonic,relating to the structure of the earth's crust
entreat,to ask someone earnestly or anxiously
inevitable,certain to happen; unavoidable
greed,intense and selfish desire for wealth or power
indignation,anger or annoyance provoked by unfair treatment
outlaw,a person who has broken the law; to ban something
gut,the stomach or belly; instinctive feelings
outspoken,frank in stating one's opinions; honest
reckless,without thinking or caring about consequences
pleased,feeling or showing pleasure and satisfaction
vacant,empty; not filled; having no fixtures
livelihood,a means of securing the necessities of life
conniving,involved in conspiring to do something harmful
detect,to discover or identify the presence of something
uniformly,in a way that is the same in all cases; consistent
wobbly,tending to move unsteadily from side to side
intercept,to obstruct someone so as to prevent them
ill-advised,unwise or imprudent; likely to cause trouble
scour,to clean hard by rubbing; to search thoroughly
guileless,innocent and without deception; honest
prestige,widespread respect and admiration
relinquish,to voluntarily cease to keep or claim; to give up
cortex,"the outer layer of an organ, especially the brain"
adept,very skilled or proficient at something
custody,the protective care or guardianship of someone
thrifty,using money and resources carefully; frugal
allegiance,loyalty or commitment to a superior or group
auxiliary,providing supplementary or additional help
preservative,a substance used to prevent food from decaying
consternation,feelings of anxiety or dismay at the unexpected
cosmopolitan,familiar with and at ease in many countries
cataclysmic,relating to a violent natural event; catastrophic
obedient,complying with orders or requests; submissive
suspenseful,arousing excitement or worry about what happens
premature,occurring or done before the usual time; too early
composure,the state of being calm and in control of oneself
immortalize,to confer enduring fame upon someone
off-putting,unpleasant in a way that discourages behavior
estrange,to cause someone to be no longer close; to alienate
self-effacing,not claiming attention for oneself; modest
mindset,the established set of attitudes held by someone
formidable,inspiring fear through being impressively large
ominous,giving the impression that something bad will happen
fortitude,courage in pain or adversity; stamina
envy,a feeling of discontented longing for others' items
entanglement,the action of being entangled; a complication
impersonal,not involving personal feelings; neutral
subsequent,coming after something in time; following
disgust,revulsion or strong disapproval; loathing
conjure,to call upon a spirit; to summon to mind
clumsy,awkward in movement or handling; graceless
destabilize,to upset the stability of a region or system
hyperbole,exaggerated statements not meant literally
outdated,no longer used or fashionable; old-fashioned
outcast,a person who has been rejected by society
debris,scattered fragments of something destroyed
cozy,giving a feeling of comfort and warmth
abrasive,capable of polishing or cleaning by rubbing
tribute,an act or gift intended to show gratitude
repel,to drive or force back; to disgust
repertoire,a stock of pieces that a performer knows
discipline,training people to obey rules; self-control
agitate,to make someone troubled or nervous; to stir
tentative,not certain or fixed; provisional
disinterested,not influenced by personal advantage; unbiased
self-defeating,preventing the intended result from happening
coherent,logical and consistent; well-organized
traverse,to travel across or through something
compliance,the action of complying with a wish or command
clueless,having no knowledge or understanding
falling-out,a disagreement or quarrel between friends
take,to lay hold of something; to understand
fastidious,very attentive to accuracy and detail
exhaustive,fully comprehensive; examining all elements
property,a thing or things belonging to someone; buildings
enviable,likely to excite envy; very desirable
stringent,"strict, precise, and exacting regulations"
agrarian,relating to cultivated land or landed property
reproach,to express disapproval or disappointment
incompetence,inability to do something successfully
superstition,unfounded belief in supernatural beings
warp,to become bent or twisted out of shape
orchestral,relating to or composed for an orchestra
enthrall,to capture the fascinated attention of someone
unilateral,done by or affecting only one person or group
one-upmanship,the skill of getting an advantage over others
ward,to guard or protect against danger; a room
geometric,relating to geometry or its principles
fence,a barrier enclosing an area; to pen or hold
deride,to express contempt for; to ridicule
disenfranchise,to deprive someone of the right to vote
controversy,prolonged public disagreement or argument
rigidity,the inability to be bent; inflexibility
matter-of-fact,unemotional and practical; dispassionate
rift,a crack or break; a serious disagreement
fraternize,to associate with someone in a friendly way
inattention,lack of attention; absentmindedness
vitality,the state of being strong and active; passion
expel,to drive out or force someone to leave
luminous,full of or shedding light; bright or radiant
pleasantry,an inconspicuous remark made to be polite
savvy,perceptive and shrewd; practical knowledge
unresponsive,not responding or reacting to something
maximize,to make as large or great as possible
huddle,to crowd together; a small group
sarcastic,using irony to mock or convey contempt
introspective,characterized by looking inward at thoughts
esteem,respect and admiration for a person
dispense,to distribute or provide; to weigh out
skeptical,not easily convinced; having doubts
complementary,combining to enhance each other's qualities
judicial,relating to a court or judge; appropriate
compelling,powerfully irresistible; convincing
endearing,inspiring affection; attractive
aggrieved,feeling resentment at unfair treatment
enumerate,to mention a number of things one by one
by,identifying the agent performing an action
convention,a way in which something is usually done
plummet,to fall or drop straight down at high speed
parity,the state or condition of being equal
repercussion,an unintended consequence of an action
doting,extremely and uncritically fond of someone
prudish,tending to be easily shocked by sex or nudity
rash,lack of careful consideration; imprudent
facilitative,making an action or process easier
touchy,easily upset or offended; oversensitive
codify,to arrange laws or rules into a system
infection,the process of being infected by a disease
deteriorate,to become progressively worse; to decay
precursor,a person or thing that comes before another
studious,spending a lot of time studying or reading
awkward,causing embarrassment; difficult to handle
exacerbate,to make a problem or bad situation worse
cause,the reason for something; a person that gives rise
impetus,the force or energy that makes something move
brace,to prepare for something unpleasant; to secure
allegory,a story that can be interpreted to reveal meaning
tilt,to move into a sloping position; to incline
quality,the standard of something; an attribute
freewheeling,characterized by a disregard for rules
interstice,an intervening space; a very small gap
prowess,skill or expertise in a particular activity
incompatible,unable to exist together in harmony
hearty,loudly vigorous and cheerful; healthy
collegiality,companionship between colleagues
refreshing,serving to reinvigorate someone; novel
adjoining,next to or joined with something else
buoyancy,the ability or tendency to float in fluid
anarchy,a state of disorder due to no authority
manipulative,showing unscrupulous control of a situation
outright,altogether; completely; open
lethal,sufficient to cause death; very effective
bashful,reluctant to draw attention; shy
mean,ungenerous in spirit; miserly; low
misrepresent,to give a false account of something
resourceful,finding quick and clever ways to solve tasks
hypothetical,based on a hypothesis; presumed
egotistical,excessively conceited or self-centered
fanciful,over-imaginative and unrealistic
legacy,an amount of money left in a will; heritage
misconstrued,interpreted a person's words wrongly
fragility,the quality of being easily broken or weak
shriveled,wrinkled and contracted due to loss of water
disposal,the action of throwing something away
preliminary,preceding or done in preparation for something
chanter,a person who says or sings something
clear,easy to perceive or understand; transparent
amiable,having a friendly and pleasant manner
smirk,a self-satisfied or silly smile
coarse,rough or loose in texture; vulgar
drain,to cause liquid to run out; to burden
champion,to defend or support a cause; a winner
stay,to remain in a specified state or place
popular,liked or enjoyed by many people; general
inquisitive,curious or inquiring; liking to seek
pervasive,spreading widely throughout an area; permeating
abandon,to cease to support or look after; to renounce
pessimistic,tending to see the worst aspect of things
contentment,a state of happiness and satisfaction
relegate,to consign or dismiss to an inferior rank
commend,to praise formally or officially
sound,healthy; reliable; reasonable; valid
overdue,not having arrived by the expected time
eloquent,persuasive and articulate in speaking
spur,an inducement; to urge forward
preemptive,intended to forestall an anticipated action
peak,the pointed top of a mountain; maximum
omniscient,knowing everything; all-knowing
mediocre,of only moderate quality; average
unsettled,lacking order or stability; undecided
sheer,nothing but; absolute; very steep
spacious,having ample space; capacious
reminisce,to indulge in enjoyable recollection of events
roam,to move about aimlessly; to wander
increment,an addition or change; augmentation
appreciative,feeling or showing gratitude; sympathetic
aloof,not friendly or forthcoming; reserved
welfare,the health and happiness of a group
represent,to stand for or symbolize something
exclude,to deny access or bar someone from a place
sinister,giving an impression of being harmful or evil
dredge,to clean out the bed of a harbor or river
allotment,a share or portion of something
bestow,to confer or present an honor or gift
universal,applicable to all cases; ubiquitous
issue,to emerge or arise from; a topic of debate
contingency,a future event that is possible but uncertain
disruptive,causing or tending to cause disruption
gauge,to measure something; a standard
whittle,to reduce or diminish something gradually
dilapidated,in a state of disrepair; broken down
pivotal,of crucial importance; central
doomed,likely to have an inescapable bad outcome
arise,to emerge or become apparent
handicap,a condition that restricts a person's function
fallacious,based on a mistaken belief; illogical
proportional,corresponding in size to something else
dismay,consternation and distress; shock
utter,complete; absolute; outright
implicit,implied though not plainly expressed; hinted
underappreciat,fail to value something highly enough
scornful,feeling or expressing contempt; mocking
atypical,not representative of a type; unusual
inconstant,frequently changing; fickle; unreliable
suspicious,having a cautious distrust; questionable
condescending,showing a feeling of patronizing superiority
reservation,a doubt or prearrangement; the action of reserving
befall,of something bad happening to someone
grant,to agree to give something; to assume as true
mesmerizing,capturing one's attention; hypnotic
grave,very serious; solemn; a place of burial
retribution,punishment inflicted as vengeance
courtship,a period of developing a romantic relationship
slovenly,untidy and dirty; disorganized
dramatize,to adapt an incident as a play; to exaggerate
habitable,suitable or good enough to live in
trendy,very fashionable or up to date
anonymity,the condition of being anonymous; obscurity
buffer,a person or thing that reduces a shock
indisputable,unable to be challenged or denied
jeopardize,to put into a situation of danger or loss
hypochondriac,abnormally anxious about one's health
embody,to give a tangible form to an idea; to incorporate
lukewarm,only moderately warm; half-hearted; indifferent
weave,to make up or fabricate; to interlace threads
scavenge,to search for and collect usable waste
agile,able to move quickly and easily; nimble
emblem,a symbolic object or mark; a badge
stagger,to walk unsteadily; to startle someone
unwind,to undo after being wound; to relax
appreciable,large or important enough to be noticed
extol,to praise enthusiastically; to laud
pump,to move liquid by suction; to produce in amount
dignity,the state of being worthy of respect; nobility
neutral,not supporting either side; open-minded
cynical,believing people are motivated by self-interest
peculiar,strange or odd; unusual; exclusive
insatiable,impossible to satisfy an appetite or desire
drastic,likely to have a strong effect; radical
preface,an introduction to a book; forward
tease,to provoke playfully; to find out information
plight,a dangerous or difficult situation; predicament
cap,to restrict the number of something; a hat
hinge,a joint on which something swings; to depend on
hands-on,involving active participation rather than theory
extravagance,lack of restraint in spending; luxury
constellation,a group of stars forming a pattern
decent,accepted standards of behavior; pleasant
arduous,involving strenuous effort; difficult
sterile,not able to produce children; unproductive
unrest,a state of dissatisfaction and agitation; turmoil
transplant,to move or transfer to another place
evasive,tending to avoid commitment; vague
prime,of first importance; main; in its best stage
impersonate,to pretend to be another person
longing,a strong wish or desire; craving
self-evident,not needing to be demonstrated; obvious
mishap,an unlucky accident; piece of bad luck
emulate,to match or surpass a person by imitation
expository,intended to explain or describe something
hedge,a fence of bushes; to limit or qualify
reprimand,a formal expression of disapproval; reproach
reticent,not revealing one's thoughts readily; unwilling to talk
empathy,the ability to understand the feelings of another
humanitarian,concerned with human welfare; humane
carve,to cut hard material; to divide an area of land
methodical,done according to a systematic procedure
prerogative,a right or privilege exclusive to a class
indeterminate,not exactly known or defined; vague
lighthearted,amusing and entertaining; not too serious
censor,to examine and suppress parts of books or films
stand,an attitude or opinion; maintained position
gland,an organ which secretes particular chemicals
monopoly,exclusive possession or control of trade
morale,confidence and discipline of a person or group
trade,the action of buying and selling; a compromise
middling,moderate or average in size or rank
hectic,full of incessant activity; busy
weed,a wild plant growing where not wanted
scenario,a written outline of a movie or novel; situation
oppress,to keep in subservience or hardship; to abuse
precocious,developing certain abilities earlier than usual
portrayal,a depiction or representation of someone
correlation,a mutual relationship between two things
entail,to involve something as a necessary part
taxonomy,the branch of science concerned with classification
onomatopoeia,words containing sounds associated with names
dispute,a disagreement or argument; to disagree with
restorative,having the ability to restore health
pertain,to be connected with; to be appropriate
suppleness,the quality of being flexible or bending easily
abnormal,deviating from what is normal; unusual
resignation,act of giving up a position; accepting unpleasantness
spin,to turn around quickly; to weave or tell a story
retrospect,a survey or review of a past course of events
practitioner,a person actively engaged in an art or profession
imperative,of vital importance; crucial; needing attention
tempo,the speed at which music is played
exemption,the process of being free from an obligation
spectator,a person who watches at a show or game
conviction,a formal declaration of guilt; a firm belief
defuse,to remove a fuse; to make less dangerous
contemplate,to look at or consider thoughtfully
at,"expressing location or arrival in a place"""
foil,to prevent something considered wrong from succeeding
rowdy,noisy and likely to cause trouble; disorderly
compatible,able to exist or occur together without conflict
contentious,causing or likely to cause an argument
apathy,lack of interest or concern; coldness
eccentric,unconventional and slightly strange
hearsay,information received from others; rumor
signify,to be a sign of; to mean or indicate
approximate,close to the actual but not completely accurate
erratic,not regular in pattern; unpredictable; queer
endow,to give property to an institution; to donate
veritable,used as an intensifier; true; real
futile,incapable of producing any useful result
read,to comprehend written matter; to interpret
catalog,a complete list of items; to arrange a list
provincial,lacking sophistication; of a province
splash,a sound made by something hitting liquid
ill-at-ease,uncomfortable or embarrassed; uneasy
privilege,a special right or advantage available to a group
guarded,cautious and having possible reservations; protected
lavish,sumptuously rich or elaborate; impressive
trim,to make something neat by cutting away parts
rugged,"having a broken, rocky surface; tough"
bank,the land alongside a river; a slope
skirt,a garment; to go around the edge of something
monastery,a building occupied by monks; a religious house
abolish,to formally put an end to a system or practice
come,to move into a specified position
candid,truthful and straightforward; frank; honest
weariness,extreme tiredness; fatigue; being worn out
testimony,a formal written statement in court; testament
implication,the conclusion that can be drawn; consequence
modest,unassuming in the estimation of one's abilities
transaction,an instance of buying or selling; business deal
jagged,"with rough, sharp points protruding; irregular"
trajectory,the path followed by a projectile; course
generosity,the quality of being kind and generous; lavishness
commodity,a raw material agricultural product; an attribute
oblivious,not aware of or concerned about what is happening
vicariously,experienced in the imagination through others
unjust,not based on what is morally right; biased
upright,sitting or standing with back straight; honorable
stamina,the ability to sustain prolonged effort; tenacity
gorge,a narrow valley; to eat hurriedly
might,expressing possibility; power or strength
in,expressing the situation of something being enclosed
nurture,to care for and encourage the development of
surge,a sudden powerful forward movement
confounding,causing surprise or confusion; mixing up
critical,expressing disapproving judgments; judgmental
drowsy,sleepy and lethargic; half asleep
falsify,to alter information to mislead; to disprove
sediment,matter that settles to the bottom of liquid
willful,deliberate; intentional; headstrong
sue,to institute legal proceedings against someone
stubborn,having dogged determination; difficult to remove
entity,a thing with distinct and independent existence
avant-garde,introducing new and experimental ideas
elaborate,involving many carefully arranged parts; detailed
transpire,to occur or happen; to be revealed
edible,fit to be eaten; palatable
mentor,an experienced and trusted adviser
trophic,relating to feeding and nutrition
coerce,to persuade an unwilling person by using force
mark,a small area having a different color; to write
crumble,to break into small fragments; to fall apart
unconditional,not subject to any conditions; absolute
nostalgic,feeling or characterized by nostalgia for the past
disparagement,speaking about someone with lack of respect
meticulous,showing great attention to detail; conscientious
accusatory,indicating that one believes someone did wrong
exhilarating,making one feel very happy; thrilling
scandalous,causing public outrage by perceived offense
agglomeration,a mass or collection of things; a cluster
dubious,hesitating or doubting; suspicious
pretension,a claim or assertion; being pretentious
assumption,a thing accepted as true without proof
conjoin,to join or combine; to consolidate
inaccessible,unable to be reached or approached
hospitable,friendly and welcoming to strangers; pleasant
mend,to repair something damaged; to fix
entrenched,firmly established and difficult to change
dainty,delicately small and pretty; tasty
gross,unpleasantly coarse; disgusting; total
equivocal,open to more than one interpretation; ambiguous
regime,"a government, especially an authoritarian one"
gregarious,fond of company; sociable; living in groups
inconclusive,not leading to a firm conclusion; indecisive
onset,the beginning of something unpleasant
akin,of similar character; similar
primordial,existing from the beginning of time; primitive
impediment,a hindrance or obstruction in doing something
overbearing,unpleasantly or arrogantly domineering
wary,feeling or showing caution; aware
circumstantial,pointing indirectly toward someone's guilt
forthright,direct and outspoken; straightforward
entitled,believing oneself deserving of privileges
dash,to run in a great hurry; a punctuation mark
sketchy,not thorough or detailed; hasty
capitalize,to take the chance to gain advantage
disseminate,to spread something widely; to diffuse
readily,without hesitation; easily; willingly
plain,not decorated or elaborate; unattractive
alienation,the state of being isolated from a group
ghostly,of or like a ghost; hazy
overcompensate,to take excessive measures to correct a fault
underlying,lying or situated under; fundamental
crisp,"firm, dry, and brittle"
obituary,a notice of a death with a biography
reiterate,to say something again for emphasis
exacting,making great demands on one's skill; strict
simulate,to imitate the character of something
inexorable,impossible to stop or prevent; unrelenting
paradoxical,seemingly absurd or self-contradictory
paternal,of or appropriate to a father; paternal side
mint,a place where money is coined; to cast
seal,an official mark; to join things together
maneuverability,the quality of being easy to maneuver
crave,to feel a powerful desire for something
invoke,to cite as an authority; to call for help
innumerable,too many to be counted; countless
progressive,happening gradually; using modern methods
tolerant,showing willingness to allow other opinions
chastise,to rebuke or reprimand severely
impassioned,filled with or showing great emotion
remnant,a small remaining quantity of something
impervious,not allowing fluid to pass through; unaffected
philanthropist,a person who seeks to promote welfare; donor
brevity,concise use of words; lasting a short time
whimsy,playfully quaint behavior or humor
defect,a shortcoming or imperfection; to desert
errand,a short journey undertaken to deliver something
amassed,collected or gathered together; accumulated
barren,too poor to produce vegetation; futile
petty,of little importance; trivial; small-minded
mirage,an optical illusion; a misconception
triumph,a great victory or achievement; to win
revoke,to put an end to the validity of a decree
opinionated,conceitedly assertive in one's opinions
lucrative,producing a great deal of profit; money-making
detached,separate or disconnected; dispassionate
poignant,evoking a keen sense of sadness; touching
agonizing,causing great physical or mental pain
crass,lacking sensitivity or intelligence; stupid
eclectic,deriving ideas from a broad range of sources
gash,a long deep slash or cut; to injure
garish,obtrusively bright and showy; lurid
gear,equipment; clothing; toothed wheels
lethargic,affected by lethargy; sluggish; apathetic
shun,to persistently avoid or ignore someone
rummage,to search unsystematically through a mass
sham,a thing that is not what it claims to be
repeal,the action of revoking a law; to annul
pristine,in its original condition; unspoiled
substantiate,to provide evidence to support the truth of
nature,fundamental character; physical world
block,a solid piece of material; an obstacle
pluck,to take hold of and remove; courage
ideological,based on a system of ideas and ideals
antagonism,active hostility or opposition; enmity
tale-bearer,a person who spreads gossip or secrets
upset,to make unhappy; to disrupt or defeat
placement,the action of putting someone in a place
sublimity,the quality of being sublime or grand
scout,a person sent to gather information; youth
setback,a reversal or check in progress; problem
mediation,intervention to resolve a dispute; arbitration
pliant,easily bent; flexible; easily influenced
materialistic,excessively concerned with possessions
misperception,a false or inaccurate interpretation
comb,a tool with thin teeth for hair; to search
uncharacteristic,not typical of a particular person or thing
decay,to rot or decompose; to decline
seclusion,the state of being private; a retreat
bounce,to spring back after hitting a surface
exhaust,to use up; waste gases from an engine
causative,acting as a cause of something
sly,having a cunning nature; surreptitious
reprieve,to cancel or postpone a punishment
detrimental,tending to cause harm; disadvantageous
discrepancy,a lack of compatibility between facts
